İl Adı,AKP,CHP,MHP,DEM,İYİ,ZP,YRP,TİP
ADANA,21.8998318801519,37.252178439572475,17.041860088358227,11.176321153491793,5.97655965954897,3.1994397173004834,2.095708684912825,1.3581003766633213
ADIYAMAN,31.914595930468952,20.929233559184468,3.7102078911723977,9.74055775182667,0.28623207690998625,0.5459943263110644,5.823750684477681,0.17683460578792576
AFYONKARAHİSAR,33.17431582582385,22.10792463158044,26.02361050611869,0.23302520936794632,5.296581448539882,2.3787279899431275,3.2949330242705925,0.08822784686276125
AKSARAY,31.677640126056687,3.4375670561745912,31.915581296087957,0.31193466412939186,11.802143694644718,1.589542018002022,2.4014211432100945,0.0969858581967762
AMASYA,29.353274692074855,32.442609994872235,24.050368447912543,0.20110884166675588,3.068961030474257,1.6020847449569129,2.0172178660815954,0.15257944746775579
ANKARA,27.776957245834687,44.32790683705654,9.765092779451956,2.5672706276138277,4.680158774408332,5.454059612691756,3.3121360300548663,1.475115860894805
ANTALYA,24.56344611225009,41.817833819998604,10.246830122278999,5.097713220245819,5.785039092156941,3.8510035770648328,1.2973028821825938,2.6345426255449036
ARDAHAN,20.802901624110874,25.394077154914036,2.303162315927076,11.602697162117309,1.5101469964270016,0.7523464316618,1.3334217670311546,0.45596788868557375
ARTVİN,28.477851509847014,32.71406117872392,4.87859524744069,0.5288022588050625,4.148093096641184,1.1218083752287955,2.2568008338171386,1.3523150021375814
AYDIN,20.555286215493616,43.855547248690954,16.846544642020863,6.895727622934776,7.339056572755907,2.927210932390853,0.7889303839859467,0.7916963817270882
AĞRI,16.324751694155797,7.334462502463286,1.5380234394323138,48.02933762854231,0.6510618066624294,0.2729695109852516,2.5206900212929195,0.0
BALIKESİR,34.62415166808893,44.38887974305334,5.687212420264563,1.9371686195105071,6.695791755852966,2.8452552010452017,2.5487752742345515,1.2727653179499447
BARTIN,17.170515729480744,29.61441006628273,24.77253505286049,0.16660808183007467,0.6689234634717406,2.0100734518950807,1.930960989668877,0.0
BATMAN,17.876919674279808,6.114274177904865,0.5517822981868875,72.74496576050237,0.18765241370835922,0.23264207634494566,1.5443673566500253,0.0
BAYBURT,32.77557796900182,1.4079307883467536,22.778385941866723,0.21387205885585606,4.546014055748056,1.4880151534414505,3.103501001168007,0.07253048198969285
BOLU,25.286821891794233,27.47725529759234,22.976606610580415,0.7763024032934672,2.203852575438104,2.2406492850570014,2.960177939897947,0.4526103518453953
BURDUR,27.7737179197877,31.44550577595135,18.579178434638095,0.33363771413441473,4.923504684257622,2.0900800816002616,1.24233484382626,0.0
BURSA,34.57348363364129,35.387747356955344,6.1484335101892995,4.512643224678725,5.539668571396737,5.979396084586675,4.608644602597548,0.48983057617213016
BİLECİK,27.02533639496984,32.02137003614961,12.969030711868973,1.7009168389767793,10.08184116141657,2.8215805293204133,4.214922490056351,0.5857701780670447
BİNGÖL,23.039126622458507,3.986620987621258,6.780251271906354,21.40407985434064,0.46426958484490033,0.20574708283576273,9.259290019164606,0.0
BİTLİS,25.601731811578453,0.8000230669578987,1.65421018953468,42.05836154932813,3.976538063155583,0.12535756591563343,4.270202511028944,0.0
DENİZLİ,30.598150834404436,45.91799927805757,6.94749461485965,2.493086115182404,7.445311926809703,3.7720884260064285,2.115076579814237,0.7107922248655785
DÜZCE,34.05207183063974,19.71584411057707,18.132151154667955,0.5426122821703392,2.1138032426997087,2.633589415792657,6.957816388669935,0.2811427366958214
DİYARBAKIR,14.855421721672318,5.739637753197808,0.5183440997439118,76.27634375139228,0.5929458057801259,0.1503335973577055,1.8669732708558535,0.0
EDİRNE,23.101681368629112,42.88074012055589,4.783270438591112,1.603793539283488,8.267875588151059,2.3379628172562756,0.5781591842041507,0.41451269572346205
ELAZIĞ,28.72272267458215,17.23821118895252,13.978154066834525,5.997625861794308,0.9154002449449447,0.9638038885826943,6.830244426475356,0.0
ERZURUM,35.41512416747652,6.732932272686515,10.10546953102454,11.057139257874894,8.060714892766878,4.193763650426622,7.952523984102469,0.09538285058107802
ERZİNCAN,18.619084715488814,29.975450415541864,40.940040372258494,0.9006670365249292,1.1150207252339193,1.6919541333389008,2.268045472669639,0.671614898474944
ESKİŞEHİR,31.077586067924372,45.959674570593585,5.781240922228058,1.945172158745571,5.2777190689792715,4.975318501170979,1.6615099892994187,0.9430913921313183
GAZİANTEP,33.8715697420363,24.82661134080262,6.09790475588403,9.464564888066535,2.297111521906613,4.125401895716633,7.126246314091735,0.23423231417739063
GÜMÜŞHANE,26.258794557172315,1.6881486993448898,31.86373944822013,0.1355228834236708,4.574240036483533,0.8776811482518068,2.448778529483254,0.08880483762502837
GİRESUN,29.57968422288922,24.505105148640556,14.346292008268996,0.13053587919390758,4.803559290141958,1.7165781058017577,2.774547202894523,0.17316814452944485
HAKKARİ,17.467489276956357,4.926925787732741,1.9034446457829344,66.27433688859824,0.09651115531225139,0.4682420743653452,2.7052049160558327,0.0
HATAY,29.65719098285208,34.92421445376261,11.15220863850318,2.5334623713290516,3.6952706446452934,2.0668605289320707,2.774617110544382,9.124469059544237
ISPARTA,27.209244367740144,21.518253020583707,22.204473729457312,0.6072331484375404,10.435497869335968,3.4344347651134357,1.888498397487823,0.12550883676358998
IĞDIR,24.007033549838745,5.234329380347748,4.0075970256635545,47.002940060568285,2.8076397906386155,0.0,1.0734865332649357,0.0
KAHRAMANMARAŞ,38.203959037441855,16.075207812068058,9.364897659353742,1.0479692350933545,4.192206623847874,2.45539880343669,13.659641154802769,0.16065768646060355
KARABÜK,26.884409466785854,20.2883092435213,21.265338144117408,0.20790854879094567,3.3289698994095183,2.750851850807294,8.349926370187035,0.12436879816298738
KARAMAN,28.430806126009568,21.084737056430395,38.36670545107152,0.27203336277896345,3.5121561183967906,2.4947357723498356,2.5766872022323315,0.10999051124349155
KARS,11.95961217218681,13.772229805380581,17.57887433442348,25.658488699379774,5.60791886195949,0.3436659990429024,1.7805920638803656,0.0
KASTAMONU,28.981578206535957,22.230858351984295,21.081784792102063,0.1167465201349575,2.210568390279175,1.9040476704031262,3.541391008434968,0.0
KAYSERİ,34.319618605082454,18.717007371148043,12.5778617615489,0.6961733289250457,9.892986996910883,5.582689993257255,8.12483590984994,0.39291500724298695
KIRIKKALE,26.080330470031154,30.890672752602928,27.855516342743027,0.22745437338909147,3.196363632801072,1.9930910682436476,2.571895329958265,0.0
KIRKLARELİ,19.45699711828956,51.162436620338646,12.327693052654828,1.1756667914886136,5.905859336231907,2.3429576876094935,0.6236633458503915,1.4845368202143447
KIRŞEHİR,28.697154737195756,32.57478034437284,11.979046866323479,2.1218578465687448,3.8536882678975064,2.307149102932842,1.7530309251016472,0.15126562069232954
