İl Adı,AKP,CHP,MHP,DEM,İYİ,ZP,YRP,TİP
ADANA,23.031477798118708,37.13354879041281,16.664718437454216,11.100982490904263,5.825675174668428,2.4699221674349237,2.5075420841040965,1.2661330569025604
ADIYAMAN,33.13502596427452,20.596102608117818,3.5817574301899526,9.551318147131195,0.2754420546786366,0.4161159920317195,6.879185692674768,0.1627540024372421
AFYONKARAHİSAR,34.44291817545076,21.756032435537918,25.122651620798038,0.2284979944354543,5.096917482862578,1.8128883572773202,3.8920718531612013,0.0812026307823224
AKSARAY,32.889008851957264,3.3828512454144652,30.810637516587292,0.3058743959153266,11.35724110295215,1.211429902881775,2.8366293245500076,0.08926327814062918
AMASYA,30.475758526831854,31.92622044376354,23.2177248320973,0.19720169808551233,2.9532711395876516,1.2209890301805515,2.3827971070847815,0.14043018137989238
ANKARA,28.8391619168387,43.6223388227447,9.427017203675904,2.5173936810267765,4.5037319470335895,4.156675842529492,3.9123925498520125,1.3576585270148538
ANTALYA,25.502764517987274,41.152218678736546,9.892076401888511,4.998674822319447,5.566961855365517,2.9349465673294852,1.5324123420947313,2.424764966045072
ARDAHAN,21.598414936818337,24.98987921569403,2.2234249346600796,11.377279903649884,1.4532193458297644,0.5733821153008017,1.5750770318019747,0.41966106427966543
ARTVİN,29.56685872637553,32.19335093470552,4.709694251361328,0.5185286858775187,3.991723422027315,0.8549583437646833,2.665799559138192,1.2446357893192816
AYDIN,21.671220153885333,43.82461683305558,16.51469789677619,6.866279140553903,7.171566893103052,2.2653857595854916,0.9463130107817843,0.7399203122586662
AĞRI,16.949018324551865,7.2177197434846105,1.4847757979007068,47.09622341699663,0.6265188852550587,0.20803692160223744,2.977513233244036,0.0
BALIKESİR,35.95877809561684,43.69519946182874,5.491932547640035,1.9000924404147184,6.445278753515776,2.169078761973009,3.0115745802627707,1.1717651320121223
BARTIN,17.82712479756495,29.14303701945039,23.914889432836155,0.16337121918340725,0.6437072154542227,1.5319274728423027,2.280907946256736,0.0
BATMAN,18.560541980824237,6.016953176339861,0.532679139376651,71.33167620205572,0.18057852549311088,0.17730237059541099,1.82425217006927,0.0
BAYBURT,34.02893238451292,1.3855207310825137,21.989779410779786,0.20971695142725935,4.374644049789656,1.1340537289388548,3.665946713917676,0.0667551817130289
BOLU,26.253802547399985,27.039899377983367,22.18113751625731,0.761220396321551,2.120774471333537,1.7076551076017343,3.4966492961646742,0.41657087411787724
BURDUR,28.835798717351302,30.944987148917463,17.935951935044226,0.3271557989563585,4.73790450424705,1.5929025351910615,1.4674824775620428,0.0
BURSA,35.89559085667204,34.8244800065389,5.9355696648552385,4.4249715695509915,5.330841008515037,4.5570479647637,5.443866630024749,0.45082740695994467
BİLECİK,28.05879871051905,31.511685368317217,12.520032159146727,1.667871418126266,9.70178840339242,2.150397402456955,4.978790484045123,0.539127737831602
BİNGÖL,23.92015429217917,3.923165876501542,6.545513373923506,20.988241283931654,0.4467681252045424,0.15680502041162112,10.93734585753068,0.0
BİTLİS,26.580754779262524,0.7872890867852712,1.5969400667706306,41.2412514908983,3.8266354576598682,0.09553815009782164,5.044088871625314,0.0
DENİZLİ,31.80663953180417,45.24174212507097,6.715073727694352,2.4476054215012333,7.173308121734805,2.878278295782256,2.501410654504572,0.6549855641672666
DÜZCE,35.35424000679207,19.402026699104965,17.504401108649777,0.5320704080398185,2.0341197067814005,2.0071246523035353,8.218777476304185,0.25875651120166054
DİYARBAKIR,15.538936732686972,5.6905540670019485,0.504143803125048,75.3542412396874,0.5748642444379961,0.1154305261076352,2.221829386953,0.0
EDİRNE,23.985101162979834,42.19820668241506,4.617669666110791,1.5726350303849341,7.956203457042436,1.7818201951087826,0.6829386427318223,0.3815067757209916
ELAZIĞ,29.821093886334264,16.9638303010034,13.494218830256399,5.881103956569275,0.8808926205718558,0.734539155253287,8.06808572031015,0.0
ERZURUM,36.76941614344597,6.625764080161704,9.755609831035063,10.842321101098332,7.756852048907915,3.196172629730997,9.393755360768363,0.08778791134672717
ERZİNCAN,19.331087782620195,29.498330683596468,39.52266236738481,0.883168872836894,1.0729880552984907,1.2894807486797464,2.67908205746347,0.6181370005957436
ESKİŞEHİR,32.2660084279663,45.228133682719225,5.581089587506995,1.9073813443215588,5.078766153918627,3.791815214960734,1.9626244950851433,0.8679969514426517
GAZİANTEP,35.16683542847589,24.431445764178136,5.886790257749305,9.280687274107878,2.2105178575736795,3.144072419147547,8.417731860850237,0.21558137030162042
GÜMÜŞHANE,27.26294393129952,1.6612784090323283,30.76059047630225,0.1328899441670377,4.401806002471655,0.6689028513535642,2.8925692628720765,0.08173367817267829
GİRESUN,30.710826070799435,24.115056991307412,13.849611532159978,0.12799982748038033,4.622480663002144,1.3082472966737009,3.2773768067845497,0.15937948622227396
HAKKARİ,18.135454761314,4.848503829811499,1.837545820332448,64.98675874022156,0.09287299734395382,0.3568590476057798,3.19546765693212,0.0
HATAY,30.7912967278421,34.36832516410765,10.766109966243743,2.4842422517141083,3.555970909839137,1.57520633080312,3.277459383757839,8.397925581017704
ISPARTA,28.249739415707904,21.175746637167,21.43573651308528,0.5954358197941412,10.04211339887095,2.617469011095917,2.2307498827626446,0.11551509068883564
IĞDIR,24.92507446223611,5.151014474441594,3.868850707269063,46.08976670610417,2.7018008641085904,0.0,1.2680338841767398,0.0
KAHRAMANMARAŞ,39.66489744697561,15.819338467790125,9.040677169105875,1.0276092835551693,4.034174012136243,1.871321110292003,16.135170114621474,0.1478651838381066
KARABÜK,27.91248266645521,19.965379895214483,20.529114577222796,0.20386930046570165,3.2034785162986785,2.09649329978353,9.863178754162297,0.11446582861507873
KARAMAN,29.518014303643398,20.74913095366814,37.038418426160206,0.2667482972470007,3.3797592081462686,1.901300802486623,3.0436587512819653,0.10123242481432351
KARS,12.416953694523574,13.553016999503054,16.970279188803307,25.159995452661597,5.396518484177314,0.261916491120892,2.103287745985409,0.0
KASTAMONU,30.089848182674782,21.877009417914053,20.351915993827653,0.11447836815816044,2.1272371217067434,1.4511225612884644,4.183195276941678,0.0
KAYSERİ,35.63201790306032,18.419088460307858,12.14240580090355,0.682648070010524,9.520053429214729,4.254708286888512,9.597295278340495,0.36162882124523893
KIRIKKALE,27.07765528863595,30.398985411828455,26.891135364619785,0.22303538868584522,3.0758710764470645,1.5189847716462588,3.0379984507342885,0.0
