İl Adı,AKP,CHP,MHP,DEM,İYİ,ZP,YRP,TİP
ADANA,21.91745662682955,37.52131718445869,16.67560504678158,11.050645301596003,6.696288097126161,2.948617494825032,2.355630148300193,0.8344401000828054
ADIYAMAN,31.868746801606733,21.033230750606805,3.6223391559327114,9.609457110961959,0.31998338883112376,0.5020637858372373,6.531384118418802,0.10840687266646334
AFYONKARAHİSAR,33.12665695887382,22.217778729359956,25.407294167893152,0.22988886388710952,5.921132597786507,2.187336246104956,3.695294388774938,0.054087292008658694
AKSARAY,31.63213141250898,3.45464829893282,31.159725601424853,0.30773625625407147,13.193804047587301,1.4616479418337225,2.6932134918142108,0.05945631248554789
AMASYA,29.311105207090076,32.60381706021153,23.480784338462882,0.19840206668550525,3.4308403213334935,1.473181484722788,2.262326367959492,0.09353746490657619
ANKARA,27.737052329133277,44.548171845789355,9.533826398376608,2.532717080154987,5.232023891486666,5.015227604709467,3.7145877007410477,0.9043065783859284
ANTALYA,24.528157788106668,42.02562629631398,10.004154771066785,5.029101803205207,6.467187162293629,3.541152979073973,1.4549358137961346,1.6150827812760469
ARDAHAN,20.773015771275702,25.520260117868943,2.2486165962023867,11.44653351394968,1.688217333174079,0.6918128624033746,1.4954434391489262,0.2795270339110752
ARTVİN,28.436939674822092,32.87661708278915,4.7630556316798325,0.5216849748890517,4.637219212393339,1.0315480083036817,2.5310206296630935,0.8290246108134043
AYDIN,20.501978588148486,44.02240940009749,16.428515224044222,6.79503562011317,8.19494378756241,2.688570301566868,0.8837669278537009,0.48478015061365887
AĞRI,16.301299238555238,7.370907387016352,1.501598479334133,47.38289857404067,0.7278323431928734,0.2510064656337025,2.826974515995427,0.0
BALIKESİR,34.44082623641973,44.4370920672913,5.5310693012801755,1.903711954166993,7.456411278204418,2.606218224542977,2.8474281971744855,0.7772427409199139
BARTIN,17.14584823282727,29.761563829167244,24.185847894721807,0.16436566133859234,0.7478001732756607,1.8483435421166157,2.165588574185449,0.0
BATMAN,17.85123734398832,6.144655956592081,0.5387144556046194,71.76587278925084,0.2097796162783805,0.21392376434372493,1.7320206466106765,0.0
BAYBURT,32.728491936607476,1.4149267849890121,22.238926153568762,0.21099350049262477,5.0820613780811135,1.3682898984821426,3.4806018060753505,0.044464162941746536
BOLU,25.2504943519451,27.613789555804107,22.43245236850274,0.7658539520682278,2.4637218273570825,2.0603673125868895,3.3198638183250395,0.2774687259962618
BURDUR,27.733817656765048,31.60175823853227,18.139168343902117,0.3291471993965439,5.504064152425892,1.9219128622838297,1.3932887083151084,0.0
BURSA,34.52381469502185,35.563588785905885,6.0028203553224095,4.451906413315101,6.192883556633112,5.498295660928928,5.168632689766635,0.3002862514530412
BİLECİK,26.98651127139261,32.180483963558274,12.661885570851961,1.6780237672113951,11.270650499111252,2.5945570023893767,4.727070113989489,0.35910116587520086
BİNGÖL,23.00602816532349,4.006430474901599,6.619674797125199,21.11599690698608,0.5190143491031879,0.18919273398207356,10.384369636597757,0.0
BİTLİS,25.564951866017417,0.8039983750742438,1.615033582336779,41.49228737849304,4.44543511335603,0.1152713335909046,4.789067110531355,0.0
DENİZLİ,30.389334703202266,45.89717914831295,6.746359190235145,2.446260387883209,8.278323714846739,3.4498722044228693,2.3592769433306366,0.4333937077661866
DÜZCE,34.00315196235157,19.81381197969289,17.702727996756433,0.5353091256421358,2.3630542468305484,2.421691597726305,7.803248099366167,0.17235203891390113
DİYARBAKIR,14.945731548073708,5.811573061192131,0.5098771875013682,75.81610183894598,0.6678527055124559,0.1392782730627708,2.1095853857115916,0.0
EDİRNE,23.06849304412982,43.0938141696384,4.669988397240171,1.5822076746778064,9.242789549274292,2.149851027040959,0.6484102631133903,0.254113298829171
ELAZIĞ,28.68145905288223,17.323867720221404,13.647109889563339,5.9169022919350205,1.0233404853727797,0.8862565154766744,7.660175098309645,0.0
ERZURUM,35.36424611170656,6.766388158417645,9.866142018189745,10.908318412111118,9.01120131479948,3.8563346792732296,8.918820819296448,0.058473603011324454
ERZİNCAN,18.592336176473097,30.124398184986955,39.97045870091034,0.8885447301126507,1.2464993935305468,1.5558200089484628,2.5436315842862585,0.4117275035362127
ESKİŞEHİR,31.032939403700293,46.188047819929736,5.644323977719166,1.9189915925910392,5.900046043832172,4.57500586008073,1.8633970691136659,0.5781537386535586
GAZİANTEP,33.82290918655718,24.949974570740125,5.953488271894964,9.337178905256827,2.567977486093746,3.793473290935983,7.9921436410140085,0.14359402416884406
GÜMÜŞHANE,26.22107066249913,1.696537096509013,31.10911152238784,0.13369884651312072,5.113615650636178,0.8070631851185702,2.74632518861448,0.05444101103224072
GİRESUN,29.53718947357158,24.626870816922725,14.00652923186363,0.12877896363997532,5.369975289646599,1.578462743939102,3.1116774255273407,0.10615918140143271
HAKKARİ,17.44239514233208,4.9514076419211195,1.8583654269009837,65.3823337548609,0.10789135470142579,0.430567456868063,3.033909482576039,0.0
HATAY,29.614584885816512,35.097752591485225,10.888091236746284,2.4993638577787793,4.131001795070016,1.9005615478905045,3.1117558275295525,5.593674106262725
ISPARTA,27.170155038394473,21.62517704492161,21.678605885794852,0.5990602432566714,11.666008954755254,3.158101169354462,2.117966429072432,0.0769420692568731
IĞDIR,23.972544578797905,5.260338720488955,3.912685233029716,46.370315551637006,3.138705153259876,0.0,1.2039239443046128,0.0
KAHRAMANMARAŞ,38.14907448728898,16.155085389011237,9.143109086553178,1.0338643509760694,4.686534425703027,2.2578381488369414,15.319399496199459,0.09848975703268391
KARABÜK,26.845786801572956,20.38912168722916,20.76171181859164,0.20511025482439804,3.7215083691156314,2.5295191322314907,9.36451085201241,0.0762431787944565
KARAMAN,28.38996187729753,21.18950694346646,37.45806798864783,0.268371996653372,3.9262951553189867,2.2940100769764364,2.889775813317223,0.06742869866315808
KARS,11.94243076087208,13.84066390332938,17.162554413812483,25.313144582768192,6.269181641385667,0.3160147353705558,1.9969485916366663,0.0
