İl Adı,AKP,CHP,MHP,DEM,İYİ,ZP,YRP,TİP
ADANA,25.792428082396196,28.59403573064289,16.791936726658378,12.085271515768309,10.673028975534464,1.293100201332496,1.4451793987306367,0.33646183688702086
ADIYAMAN,36.693638963103375,15.682925933079272,3.568880648056924,10.282325567586712,0.49900479303943873,0.21542512978263853,3.9205194182779306,0.04276822108507442
AFYONKARAHİSAR,38.141995293087824,16.566155829391256,25.032333133901556,0.2459860235135864,9.233834160300445,0.9385404962233005,2.2181321975215456,0.02133828977463814
AKSARAY,36.42120027215901,2.5758759574031993,30.699870142075348,0.32928440589479857,20.575353871397052,0.6271627359877633,1.6166245317664651,0.02345645303419802
AMASYA,33.74877332874217,24.31025714279355,23.134254750687663,0.21229447401510865,5.3502957473893105,0.6321115393944604,1.3579808345760878,0.0369020052000763
ANKARA,31.936410628315283,33.21627988564933,9.39312611834643,2.7100616911056927,8.159189165055677,2.1519298704891305,2.2297131737487317,0.35676320810480505
ANTALYA,28.24169308915032,31.335404071357242,9.856513381457049,5.381246979509835,10.0853903799701,1.5194351029024329,0.8733377193740472,0.6371756306708735
ARDAHAN,23.91802682519079,19.028572165971642,2.215431495955538,12.24803678830727,2.632725854999709,0.2968425125903435,0.8976527694315218,0.1102778236426546
ARTVİN,32.742260125235426,24.513663961239818,4.692762421674375,0.558214131515131,7.231608558843328,0.4426157986983038,1.5192668731078172,0.3270632845329193
AYDIN,24.96868637043953,34.71914600216883,17.120456845957303,7.690566936534368,13.517531283356202,1.2202055177672337,0.561112895342751,0.20229414843378773
AĞRI,18.76929747544703,5.49594096983077,1.4794378779442046,50.70071949417903,1.1350333812923326,0.10770165457213753,1.6969157354689597,0.0
BALIKESİR,39.82065450673033,33.27175970277461,5.472188491744687,2.0455154754448923,11.676593809293434,1.122941878598074,1.7163276511179077,0.30791445663525197
BARTIN,19.741710230657965,22.19099893495798,23.82891297380337,0.17587478902290693,1.1661726318462624,0.7930857765002365,1.2999131429358177,0.0
BATMAN,19.77935547546804,4.4089653942509095,0.510763150232032,73.897284986932,0.3148172956334808,0.0883312776863737,1.000482419797165,0.0
BAYBURT,37.68354853753356,1.0550063484218883,21.91072391800987,0.22576757871525127,7.9253269847751096,0.5871047410225833,2.089261130658348,0.017541813579534084
BOLU,29.073390590415098,20.58956236776987,22.101394071642062,0.8194801830589743,3.842102569942807,0.884060767246473,1.9927767728554,0.10946578870615442
BURDUR,31.932686230215086,23.56309592598755,17.87147036421831,0.3521945750706253,8.583428043843282,0.8246528418654737,0.836333514792446,0.0
BURSA,39.75068112764151,26.517140208132783,5.914230688417154,4.763635511304209,9.65762188088455,2.3592043277204686,3.102516167902535,0.11846766238211875
BİLECİK,31.0722385047245,23.99460893455798,12.475021370573227,1.7955214831994484,17.576251818175066,1.1132704543429948,2.837464438999134,0.14167107376403215
BİNGÖL,26.489114765906223,2.987299152418641,6.521981587835923,22.59457036694656,0.8093877897999939,0.08117866777436378,6.233307070709131,0.0
BİTLİS,29.435456615867437,0.5994821773274981,1.5911989048633546,44.39763895536298,6.932526831513804,0.049460532106748646,2.8746786686953874,0.0
DENİZLİ,35.22258738737485,34.44937638596279,6.69093235489509,2.6349322069671706,12.995528728794477,1.4900976826004295,1.425579927943388,0.17211599712664208
DÜZCE,39.151190647106446,14.773695463808748,17.441471006922235,0.572792265535344,3.685114404494831,1.0390975040427253,4.683966697492551,0.06799559772757302
DİYARBAKIR,16.305727792425568,4.105934526701636,0.47599863611260673,76.8689876984303,0.9868591816226816,0.05662628269899957,1.1998658820082098,0.0
EDİRNE,26.56103675659705,32.13187283540943,4.601068674164318,1.6929962055830372,14.413861616350546,0.9224563682507445,0.3892138299411753,0.10025170432156258
ELAZIĞ,33.023799460116614,12.917128022420288,13.445705741550833,6.331212576813876,1.5958697386689262,0.38027424055071374,4.598085899685609,0.0
ERZURUM,40.71835290868322,5.045195651641256,9.720537421800916,11.672135065806952,14.052706496903191,1.6546730160638279,5.353598804820915,0.023068758647096795
ERZİNCAN,21.40719481023816,22.461537702671205,39.38057437774809,0.9507619515736775,1.943879568763401,0.667570011621599,1.5268367069419218,0.1624329940060153
ESKİŞEHİR,35.73129127204439,34.43901422193944,5.561025002988375,2.053362233541155,9.20095029238988,1.9630398745464044,1.1185200963484156,0.2280907686727055
GAZİANTEP,38.94365931925474,18.603352374377394,5.865626648239363,9.990982037594282,4.004686239054879,1.6277005015689103,4.797352868881254,0.05665010733261838
GÜMÜŞHANE,30.190911054816123,1.2649823483016094,30.65000302598861,0.14306063828418444,7.974534955549367,0.3462940293672593,1.6485052839727148,0.02147783750837913
GİRESUN,34.00908649703695,18.3624377807089,13.799820770556884,0.13779625790640357,8.37432036027103,0.6772855383367116,1.8678111023656032,0.04188147142991571
HAKKARİ,20.083154006302287,3.691898797358621,1.830939656277775,69.96050185490603,0.1682534312802833,0.1847475418313742,1.8211302266228488,0.0
HATAY,34.09819948701411,26.169800580632334,10.727404706281959,2.6743730265703083,6.442177212150205,0.815491436872796,1.8678581638408636,2.206792659636502
ISPARTA,31.283685729999473,16.12429654324253,21.35867286086432,0.641007331073479,18.192801836773523,1.3550755371458783,1.2713275412822385,0.030354859869867426
IĞDIR,27.601960669409266,3.9222458743746365,3.8549417956150225,49.61723390489552,4.894719445079901,0.0,0.722665688650183,0.0
KAHRAMANMARAŞ,43.92480114538248,12.045653404488279,9.008175015481406,1.1062570680846202,7.3085142004180055,0.9687913965558822,9.195601133278194,0.038855762552517395
KARABÜK,30.910208509601617,15.202661400561595,20.45531032304111,0.21947237944891676,5.803584118253003,1.0853640567600964,5.6211280752045525,0.030079136559382796
KARAMAN,32.688169942387034,15.799449542161575,36.90526154607513,0.2871638023822788,6.122943158232886,0.9843120187034139,1.7346127536168914,0.02660168512357555
KARS,13.750501248427085,10.31996032536734,16.90926930968391,27.085608555607703,9.776606526088582,0.13559535122992925,1.1986855448810556,0.0
